,tract
"(134285095, <shapely.geometry.point.Point object at 0x165ec3e48>)",7466.0
"(134022967, <shapely.geometry.point.Point object at 0x165ec3eb8>)",7435.0
"(134022969, <shapely.geometry.point.Point object at 0x165ec3dd8>)",7435.0
"(134022986, <shapely.geometry.point.Point object at 0x165ec3e10>)",7436.0
"(4129359694, <shapely.geometry.point.Point object at 0x165ec3d68>)",7434.0
"(134022998, <shapely.geometry.point.Point object at 0x165ec3da0>)",7436.0
"(134023004, <shapely.geometry.point.Point object at 0x165ec3cc0>)",7436.0
"(134023019, <shapely.geometry.point.Point object at 0x165ec3d30>)",7436.0
"(134023023, <shapely.geometry.point.Point object at 0x165ec3c50>)",7436.0
"(134023037, <shapely.geometry.point.Point object at 0x165ec3c88>)",7436.0
"(134285208, <shapely.geometry.point.Point object at 0x165ec3c18>)",6602.0
"(134023081, <shapely.geometry.point.Point object at 0x165ec3b38>)",7436.0
"(134023085, <shapely.geometry.point.Point object at 0x165ec3ba8>)",7424.0
"(134023103, <shapely.geometry.point.Point object at 0x165ec3a90>)",7424.0
"(134023108, <shapely.geometry.point.Point object at 0x165ec3b00>)",7424.0
"(134023128, <shapely.geometry.point.Point object at 0x165ec3a20>)",7424.0
"(134023145, <shapely.geometry.point.Point object at 0x165ec3a58>)",6701.0
"(134023152, <shapely.geometry.point.Point object at 0x165ec39b0>)",6701.0
"(134023242, <shapely.geometry.point.Point object at 0x165ec39e8>)",7470.0
"(134023254, <shapely.geometry.point.Point object at 0x165ec3940>)",7431.0
"(134023257, <shapely.geometry.point.Point object at 0x165ec3978>)",7438.0
"(134023273, <shapely.geometry.point.Point object at 0x165ec3be0>)",7438.0
"(134285436, <shapely.geometry.point.Point object at 0x165ec3908>)",5300.0
"(134023305, <shapely.geometry.point.Point object at 0x165ec3828>)",7438.0
"(134023314, <shapely.geometry.point.Point object at 0x165ec3898>)",7442.0
"(134023462, <shapely.geometry.point.Point object at 0x165ec3780>)",2500.0
"(134023493, <shapely.geometry.point.Point object at 0x165ec37f0>)",2500.0
"(134023515, <shapely.geometry.point.Point object at 0x165ec3710>)",500.0
"(134023521, <shapely.geometry.point.Point object at 0x165ec3748>)",500.0
"(134023549, <shapely.geometry.point.Point object at 0x165ec36a0>)",7466.0
"(134023551, <shapely.geometry.point.Point object at 0x165ec36d8>)",7466.0
"(134023557, <shapely.geometry.point.Point object at 0x165ec3630>)",7466.0
"(134023595, <shapely.geometry.point.Point object at 0x165ec3668>)",7466.0
"(1874135474, <shapely.geometry.point.Point object at 0x165ec38d0>)",6302.0
"(1874135475, <shapely.geometry.point.Point object at 0x165ec35f8>)",6302.0
"(134023607, <shapely.geometry.point.Point object at 0x165ec3518>)",7463.0
"(1874135480, <shapely.geometry.point.Point object at 0x165ec3588>)",6302.0
"(1874135481, <shapely.geometry.point.Point object at 0x165ec3470>)",6302.0
"(1874135486, <shapely.geometry.point.Point object at 0x165ec34e0>)",6302.0
"(134023614, <shapely.geometry.point.Point object at 0x165ec3400>)",7463.0
"(1874135490, <shapely.geometry.point.Point object at 0x165ec3438>)",5901.0
"(1963788734, <shapely.geometry.point.Point object at 0x165ec3390>)",6701.0
"(1874135497, <shapely.geometry.point.Point object at 0x165ec33c8>)",5901.0
"(1874135506, <shapely.geometry.point.Point object at 0x165ec3320>)",5901.0
"(1874135513, <shapely.geometry.point.Point object at 0x165ec3358>)",6302.0
"(1874135517, <shapely.geometry.point.Point object at 0x165ec35c0>)",6000.0
"(134023645, <shapely.geometry.point.Point object at 0x165ec32e8>)",7466.0
"(134023647, <shapely.geometry.point.Point object at 0x165ec3208>)",7466.0
"(1963788767, <shapely.geometry.point.Point object at 0x165ec3278>)",6602.0
"(1874135530, <shapely.geometry.point.Point object at 0x165ec3160>)",6302.0
"(134023657, <shapely.geometry.point.Point object at 0x165ec31d0>)",7456.0
"(134023659, <shapely.geometry.point.Point object at 0x165ec30f0>)",7456.0
"(134023665, <shapely.geometry.point.Point object at 0x165ec3128>)",7464.0
"(1963788783, <shapely.geometry.point.Point object at 0x165ec3080>)",6604.0
"(134023681, <shapely.geometry.point.Point object at 0x165ec30b8>)",7464.0
"(134023685, <shapely.geometry.point.Point object at 0x165ec3048>)",5800.0
"(134023687, <shapely.geometry.point.Point object at 0x165ec32b0>)",5800.0
"(134023710, <shapely.geometry.point.Point object at 0x165eadf98>)",5800.0
"(1874135583, <shapely.geometry.point.Point object at 0x165eadd30>)",6000.0
"(134023716, <shapely.geometry.point.Point object at 0x165eadba8>)",5800.0
"(1874135590, <shapely.geometry.point.Point object at 0x165eada20>)",6302.0
"(1874135600, <shapely.geometry.point.Point object at 0x165ead6a0>)",6000.0
"(134023729, <shapely.geometry.point.Point object at 0x165ead518>)",5800.0
"(134023745, <shapely.geometry.point.Point object at 0x165ead390>)",700.0
"(1874135632, <shapely.geometry.point.Point object at 0x165ead208>)",6303.0
"(5869210254, <shapely.geometry.point.Point object at 0x165ead080>)",7407.0
"(134023872, <shapely.geometry.point.Point object at 0x165eadf60>)",400.0
"(134024014, <shapely.geometry.point.Point object at 0x165eadfd0>)",500.0
"(134024034, <shapely.geometry.point.Point object at 0x165eadef0>)",400.0
"(1816988527, <shapely.geometry.point.Point object at 0x165eadf28>)",7451.0
"(1816988543, <shapely.geometry.point.Point object at 0x165eade80>)",7451.0
"(1816988551, <shapely.geometry.point.Point object at 0x165eadeb8>)",7449.0
"(134024095, <shapely.geometry.point.Point object at 0x165eade10>)",400.0
"(134024226, <shapely.geometry.point.Point object at 0x165eade48>)",6904.0
"(134024236, <shapely.geometry.point.Point object at 0x165eaddd8>)",6904.0
"(4059892899, <shapely.geometry.point.Point object at 0x165eadcf8>)",7442.0
"(4059892900, <shapely.geometry.point.Point object at 0x165eadd68>)",7405.0
"(4059892901, <shapely.geometry.point.Point object at 0x165eadc88>)",7438.0
"(4059892902, <shapely.geometry.point.Point object at 0x165eadcc0>)",7472.0
"(4059892903, <shapely.geometry.point.Point object at 0x165eadc18>)",7472.0
"(4059892904, <shapely.geometry.point.Point object at 0x165eadc50>)",7472.0
"(4059892907, <shapely.geometry.point.Point object at 0x165eadb70>)",7472.0
"(4059892908, <shapely.geometry.point.Point object at 0x165eadbe0>)",7438.0
"(134024481, <shapely.geometry.point.Point object at 0x165eadb00>)",7433.0
"(134024511, <shapely.geometry.point.Point object at 0x165eadb38>)",7433.0
"(134024590, <shapely.geometry.point.Point object at 0x165eadda0>)",6504.0
"(134024593, <shapely.geometry.point.Point object at 0x165eadac8>)",6504.0
"(134024597, <shapely.geometry.point.Point object at 0x165ead9e8>)",6504.0
"(134024610, <shapely.geometry.point.Point object at 0x165eada58>)",6504.0
"(134024632, <shapely.geometry.point.Point object at 0x165ead940>)",6504.0
"(134024694, <shapely.geometry.point.Point object at 0x165ead9b0>)",7434.0
"(134024722, <shapely.geometry.point.Point object at 0x165ead898>)",7434.0
"(134024765, <shapely.geometry.point.Point object at 0x165ead908>)",6400.0
"(134024768, <shapely.geometry.point.Point object at 0x165ead7f0>)",6400.0
"(134024771, <shapely.geometry.point.Point object at 0x165ead860>)",6400.0
"(134024779, <shapely.geometry.point.Point object at 0x165ead780>)",6400.0
"(134024786, <shapely.geometry.point.Point object at 0x165ead7b8>)",5600.0
"(134024789, <shapely.geometry.point.Point object at 0x165ead710>)",5600.0
"(134024792, <shapely.geometry.point.Point object at 0x165ead748>)",5600.0
"(134024801, <shapely.geometry.point.Point object at 0x165ead668>)",5600.0
"(134024803, <shapely.geometry.point.Point object at 0x165ead6d8>)",5600.0
"(134024811, <shapely.geometry.point.Point object at 0x165ead5f8>)",6506.0
"(134024828, <shapely.geometry.point.Point object at 0x165ead630>)",6505.0
"(134024842, <shapely.geometry.point.Point object at 0x165eada90>)",4700.0
"(134024845, <shapely.geometry.point.Point object at 0x165ead5c0>)",4700.0
"(134024854, <shapely.geometry.point.Point object at 0x165ead4e0>)",6504.0
"(134024888, <shapely.geometry.point.Point object at 0x165ead550>)",7436.0
"(134024891, <shapely.geometry.point.Point object at 0x165ead470>)",7436.0
"(134024916, <shapely.geometry.point.Point object at 0x165ead4a8>)",7436.0
"(134024937, <shapely.geometry.point.Point object at 0x165ead400>)",7434.0
"(134024983, <shapely.geometry.point.Point object at 0x165ead438>)",6504.0
"(134025039, <shapely.geometry.point.Point object at 0x165ead358>)",7435.0
"(134025042, <shapely.geometry.point.Point object at 0x165ead3c8>)",7435.0
"(134025066, <shapely.geometry.point.Point object at 0x165ead2e8>)",7436.0
"(134025101, <shapely.geometry.point.Point object at 0x165ead320>)",7435.0
"(134025219, <shapely.geometry.point.Point object at 0x165ead588>)",5902.0
"(134025231, <shapely.geometry.point.Point object at 0x165ead2b0>)",5902.0
"(134025234, <shapely.geometry.point.Point object at 0x165ead1d0>)",5902.0
"(134025237, <shapely.geometry.point.Point object at 0x165ead240>)",5902.0
"(134025240, <shapely.geometry.point.Point object at 0x165ead160>)",5902.0
"(134025243, <shapely.geometry.point.Point object at 0x165ead198>)",5902.0
"(134025246, <shapely.geometry.point.Point object at 0x165ead0f0>)",5902.0
"(134025249, <shapely.geometry.point.Point object at 0x165ead128>)",5902.0
"(134025251, <shapely.geometry.point.Point object at 0x165ead048>)",5901.0
"(134025254, <shapely.geometry.point.Point object at 0x165ead0b8>)",5901.0
"(134025262, <shapely.geometry.point.Point object at 0x165ead278>)",5901.0
"(134025268, <shapely.geometry.point.Point object at 0x165e9ff98>)",5901.0
"(134025313, <shapely.geometry.point.Point object at 0x165e9fe10>)",7436.0
"(134025429, <shapely.geometry.point.Point object at 0x165e9fc88>)",0.0
"(134025434, <shapely.geometry.point.Point object at 0x165e9fb00>)",6303.0
"(134025435, <shapely.geometry.point.Point object at 0x165e9f978>)",6303.0
"(134025436, <shapely.geometry.point.Point object at 0x165e9f630>)",6303.0
"(134025438, <shapely.geometry.point.Point object at 0x165e9f4a8>)",6303.0
"(134025440, <shapely.geometry.point.Point object at 0x165e9f160>)",6303.0
"(134025443, <shapely.geometry.point.Point object at 0x165e9ff60>)",0.0
"(134025446, <shapely.geometry.point.Point object at 0x165e9ffd0>)",6303.0
"(134025449, <shapely.geometry.point.Point object at 0x165e9fef0>)",6303.0
"(134025452, <shapely.geometry.point.Point object at 0x165e9ff28>)",6303.0
"(134025455, <shapely.geometry.point.Point object at 0x165e9fe80>)",6303.0
"(134025458, <shapely.geometry.point.Point object at 0x165e9feb8>)",6303.0
"(134025460, <shapely.geometry.point.Point object at 0x165e9fdd8>)",6303.0
"(134025462, <shapely.geometry.point.Point object at 0x165e9fe48>)",6303.0
"(134025464, <shapely.geometry.point.Point object at 0x165e9fd68>)",5700.0
"(134025487, <shapely.geometry.point.Point object at 0x165e9fda0>)",800.0
"(134025492, <shapely.geometry.point.Point object at 0x165e9fd30>)",800.0
"(134025494, <shapely.geometry.point.Point object at 0x165e9fc50>)",800.0
"(134025497, <shapely.geometry.point.Point object at 0x165e9fcc0>)",800.0
"(134025500, <shapely.geometry.point.Point object at 0x165e9fbe0>)",800.0
"(134025502, <shapely.geometry.point.Point object at 0x165e9fc18>)",800.0
"(134025504, <shapely.geometry.point.Point object at 0x165e9fb70>)",800.0
"(134025508, <shapely.geometry.point.Point object at 0x165e9fba8>)",700.0
"(134025511, <shapely.geometry.point.Point object at 0x165e9fac8>)",700.0
"(134025517, <shapely.geometry.point.Point object at 0x165e9fb38>)",700.0
"(134025521, <shapely.geometry.point.Point object at 0x165e9fa58>)",700.0
"(134025524, <shapely.geometry.point.Point object at 0x165e9fa90>)",700.0
"(134025527, <shapely.geometry.point.Point object at 0x165e9fcf8>)",700.0
"(134025529, <shapely.geometry.point.Point object at 0x165e9fa20>)",700.0
"(134025531, <shapely.geometry.point.Point object at 0x165e9f940>)",700.0
"(134025546, <shapely.geometry.point.Point object at 0x165e9f9b0>)",700.0
"(134025548, <shapely.geometry.point.Point object at 0x165e9f898>)",700.0
"(134025553, <shapely.geometry.point.Point object at 0x165e9f908>)",5902.0
"(134025561, <shapely.geometry.point.Point object at 0x165e9f7f0>)",5902.0
"(134025573, <shapely.geometry.point.Point object at 0x165e9f860>)",7431.0
"(134025575, <shapely.geometry.point.Point object at 0x165e9f780>)",7431.0
"(134025656, <shapely.geometry.point.Point object at 0x165e9f7b8>)",7470.0
"(134025701, <shapely.geometry.point.Point object at 0x165e9f710>)",5600.0
"(134025725, <shapely.geometry.point.Point object at 0x165e9f748>)",5800.0
"(134025726, <shapely.geometry.point.Point object at 0x165e9f6a0>)",5800.0
"(134025749, <shapely.geometry.point.Point object at 0x165e9f6d8>)",6906.0
"(134025751, <shapely.geometry.point.Point object at 0x165e9f5f8>)",6906.0
"(134025753, <shapely.geometry.point.Point object at 0x165e9f668>)",6906.0
"(134025756, <shapely.geometry.point.Point object at 0x165e9f588>)",6906.0
"(3574927902, <shapely.geometry.point.Point object at 0x165e9f5c0>)",7454.0
"(3574927903, <shapely.geometry.point.Point object at 0x165e9f9e8>)",7454.0
"(134025774, <shapely.geometry.point.Point object at 0x165e9f550>)",6701.0
"(134025777, <shapely.geometry.point.Point object at 0x165e9f470>)",6701.0
"(134025778, <shapely.geometry.point.Point object at 0x165e9f4e0>)",6701.0
"(134025781, <shapely.geometry.point.Point object at 0x165e9f3c8>)",0.0
"(134025782, <shapely.geometry.point.Point object at 0x165e9f438>)",6806.0
"(134025788, <shapely.geometry.point.Point object at 0x165e9f320>)",6806.0
"(134025789, <shapely.geometry.point.Point object at 0x165e9f390>)",6806.0
"(134025791, <shapely.geometry.point.Point object at 0x165e9f2b0>)",6806.0
"(134025792, <shapely.geometry.point.Point object at 0x165e9f2e8>)",6806.0
"(134025798, <shapely.geometry.point.Point object at 0x165e9f240>)",6806.0
"(134025812, <shapely.geometry.point.Point object at 0x165e9f278>)",6806.0
"(134025833, <shapely.geometry.point.Point object at 0x165e9f1d0>)",6906.0
"(134026112, <shapely.geometry.point.Point object at 0x165e9f208>)",6604.0
"(134026127, <shapely.geometry.point.Point object at 0x165e9f128>)",6604.0
"(134026129, <shapely.geometry.point.Point object at 0x165e9f198>)",6604.0
"(134026140, <shapely.geometry.point.Point object at 0x165e9f0b8>)",6604.0
"(134026142, <shapely.geometry.point.Point object at 0x165e9f0f0>)",6604.0
"(134026144, <shapely.geometry.point.Point object at 0x165e9f518>)",6604.0
"(134026156, <shapely.geometry.point.Point object at 0x165e9f080>)",6604.0
"(134026163, <shapely.geometry.point.Point object at 0x165e9f048>)",6604.0
"(134026169, <shapely.geometry.point.Point object at 0x165e75e48>)",6603.0
"(5912990655, <shapely.geometry.point.Point object at 0x165e75ac8>)",7446.0
"(134026187, <shapely.geometry.point.Point object at 0x165e75940>)",6904.0
"(134026199, <shapely.geometry.point.Point object at 0x165e75898>)",6904.0
"(6715798132, <shapely.geometry.point.Point object at 0x165e75630>)",7464.0
"(134026205, <shapely.geometry.point.Point object at 0x165e754a8>)",6504.0
"(6715798134, <shapely.geometry.point.Point object at 0x165e75320>)",7464.0
"(134026248, <shapely.geometry.point.Point object at 0x165e75198>)",6504.0
"(134026259, <shapely.geometry.point.Point object at 0x165e75f98>)",6504.0
"(134026271, <shapely.geometry.point.Point object at 0x165e75fd0>)",6504.0
"(134026277, <shapely.geometry.point.Point object at 0x165e75f28>)",6504.0
"(6715798165, <shapely.geometry.point.Point object at 0x165e75f60>)",7464.0
"(6715798169, <shapely.geometry.point.Point object at 0x165e75ef0>)",7464.0
"(6715798173, <shapely.geometry.point.Point object at 0x165e75e10>)",7464.0
"(6715798174, <shapely.geometry.point.Point object at 0x165e75e80>)",7464.0
"(6715798175, <shapely.geometry.point.Point object at 0x165e75d68>)",7464.0
"(134026421, <shapely.geometry.point.Point object at 0x165e75dd8>)",7001.0
"(6715798176, <shapely.geometry.point.Point object at 0x165e75cc0>)",7464.0
"(134026426, <shapely.geometry.point.Point object at 0x165e75d30>)",7001.0
"(6715798179, <shapely.geometry.point.Point object at 0x165e75c18>)",7464.0
"(6715798180, <shapely.geometry.point.Point object at 0x165e75c88>)",7464.0
"(6715798183, <shapely.geometry.point.Point object at 0x165e75ba8>)",7464.0
"(5869212913, <shapely.geometry.point.Point object at 0x165e75be0>)",7407.0
"(134017352, <shapely.geometry.point.Point object at 0x165e75b38>)",200.0
"(5869212925, <shapely.geometry.point.Point object at 0x165e75b70>)",7407.0
"(134026581, <shapely.geometry.point.Point object at 0x165e75a90>)",7443.0
"(134026606, <shapely.geometry.point.Point object at 0x165e75b00>)",7443.0
"(134026630, <shapely.geometry.point.Point object at 0x165e75a20>)",7443.0
"(134026647, <shapely.geometry.point.Point object at 0x165e75a58>)",7443.0
"(134026669, <shapely.geometry.point.Point object at 0x165e75eb8>)",6604.0
"(134026692, <shapely.geometry.point.Point object at 0x165e759e8>)",6604.0
"(134026736, <shapely.geometry.point.Point object at 0x165e75908>)",6602.0
"(134026752, <shapely.geometry.point.Point object at 0x165e75978>)",6602.0
"(1772164635, <shapely.geometry.point.Point object at 0x165e75860>)",1800.0
"(134026790, <shapely.geometry.point.Point object at 0x165e758d0>)",7445.0
"(134023473, <shapely.geometry.point.Point object at 0x165e757f0>)",2500.0
"(134026818, <shapely.geometry.point.Point object at 0x165e75828>)",7443.0
"(134026828, <shapely.geometry.point.Point object at 0x165e75780>)",7405.0
"(134026861, <shapely.geometry.point.Point object at 0x165e757b8>)",7441.0
"(134026881, <shapely.geometry.point.Point object at 0x165e75710>)",7441.0
"(134026884, <shapely.geometry.point.Point object at 0x165e75748>)",7441.0
